Varieties of Faith in the Empire;;
Velehk Sain's Treasure Map;Treasure Map;
Venarus Vulpin's Journal;;
Venarus Vulpin's Research;;
Vernaccus and Bourlor;Skill Book;Archery
Volk's Journal;;
Wabbajack;;
Waking Dreams;Black Book;Skill tree reset in exchange for one dragon soul.
Walking the World, Vol XI;;
Wall of Flames;Spell Tome;Destruction
Wall of Frost;Spell Tome;Destruction
Wall of Storms;Spell Tome;Destruction
War of the First Council;;
Warning;Letters / Notes;
Warrior;Skill Book;Block
Watcher of Stones;;
Watchtower Guard's Letter;Letters / Notes;
Waterbreathing;Spell Tome;Alteration
Weylin's Note;Letters / Notes;
Where were you when the Dragon Broke;;
Whiterun Home Decorating Guide;;
Wind and Sand;;
Windhelm Home Decorating Guide;;
Withershins;Skill Book;Restoration
Words and Philosophy;Skill Book;Two-Handed
Words of Clan Mother Ahnissi;;
Words of the Wind;;
Wraith's Wedding Dowry;;
Writ of Execution: <player>;Letters / Notes;
Writ of Sealing;Letters / Notes;
Writ of Sealing;Letters / Notes;
Writ of Sealing;Letters / Notes;
Wyndelius's Journal;Journal;
Yellow Book of Riddles;;
Yngol and the Sea-Ghosts;;
Ysolda's Message;Letters / Notes;
